Unnamed: 0,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID,Vehicle Type
10001,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,SKI CORP,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,6940Taxi,Unknown
10011,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,WARM TAXI INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,6018Taxi,Unknown
10012,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,JCKML INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2713Taxi,Unknown
10017,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,JJ TRANSIT LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,2553Taxi,Unknown
10020,VIOLATION,FORD,FUSION,2014.0,GREEN,Hybrid,N,ARIES TAXI CAB INC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6869Taxi,Unknown
10022,ACTIVE,TOYOTA,RAV4,2017.0,GRAY/WHITE,Hybrid,N,MITTY TWO INC.,CHICAGO,IL,60626.0,Choice Taxi Association Inc,Owner-Operator,4361Taxi,Unknown
10026,ACTIVE,TOYOTA,CAMRY,2016.0,BLUE/WHITE,Hybrid,N,G & A CAB CORP,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",4103Taxi,Unknown
10030,SURRENDER,TOYOTA,PRIUS,2013.0,WHITE/BLUE/STRIPES,Hybrid,N,JKT CAB CO,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",2078Taxi,Unknown
10037,ACTIVE,TOYOTA,SIENNA,2024.0,WHITE,Hybrid,Y,MALAKOFF 16 LLC,CHICAGO,IL,60630.0,Independent1,Owner-Operator,342Taxi,Unknown
10041,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,3400 CAB CORP.,CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,3400Taxi,Unknown
10042,ACTIVE,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,"N/AL TRANS, INC",CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,1106Taxi,Unknown
10043,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,"BMDN TRANS, INC.",CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,5723Taxi,Unknown
10044,SURRENDER,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,TASS INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2446Taxi,Unknown
10047,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,KAYLA HACKING CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3233Taxi,Unknown
10048,SURRENDER,FORD,C-MAX,2013.0,WHITE,Hybrid,N,ODYSSEY TAXI LLC,CHICAGO,IL,60630.0,Flash Cab Co,Star North Management LLC,6167Taxi,Unknown
10052,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,LILLY CAB CORP,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,1936Taxi,Unknown
10054,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,"LUCKY SEVEN CHICAGO, INC.",CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,1029Taxi,Unknown
10056,SURRENDER,TOYOTA,CAMRY,2016.0,YELLOW,Hybrid,N,RAMIREZ DUQUE TAXI INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,6224Taxi,Unknown
10063,VIOLATION,TOYOTA,PRIUS,2014.0,YELLOW,Hybrid,N,ES TAXI CORP.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,5321Taxi,Unknown
10065,ACTIVE,FORD,ESCAPE,2022.0,BLUE,Hybrid,N,JEAN CADICHON TAXI INC,CHICAGO,IL,60659.0,Independent1,Owner-Operator,4748Taxi,Unknown
10068,VIOLATION,TOYOTA,CAMRY,2019.0,WHITE/BLACK/STRIPES,Hybrid,N,AMRIN1 TRANS INC,CHICAGO,IL,60645.0,Independent1,Owner-Operator,3812Taxi,Unknown
10074,REVOKED,FORD,ESCAPE,2010.0,WHITE,Hybrid,N,H & N CAB COMPANY,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner-Operator,286Taxi,Unknown
10075,ACTIVE,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,SARA ELIAS INC,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,1702Taxi,Unknown
10077,ACTIVE,TOYOTA,PRIUS,2014.0,GRAY,Hybrid,N,HODYA EXPRESS INC,CHICAGO,IL,60640.0,Independent1,Owner Manager,173Taxi,Unknown
10080,ACTIVE,FORD,C-MAX,2013.0,WHITE,Hybrid,N,SAHRKO CAB LLC,CHICAGO,IL,60612.0,Independent1,Owner-Operator,4603Taxi,Unknown
10081,ACTIVE,TOYOTA,PRIUS,2014.0,WHITE/BLACK,Hybrid,N,NEW DELUXE INC,CHICAGO,IL,60641.0,Independent1,Owner-Operator,4267Taxi,Unknown
10082,SURRENDER,TOYOTA,PRIUS,2013.0,WHITE/BLUE/STRIPES,Hybrid,N,JKT CAB CO,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1785Taxi,Unknown
10087,SURRENDER,TOYOTA,PRIUS,2015.0,BLUE,Hybrid,N,OIA CAB CORP.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,57Taxi,Unknown
10088,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,TAHIR'S CORP,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4362Taxi,Unknown
10089,VIOLATION,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,LW CAB CORP,CHICAGO,IL,60656.0,EXPIRED AFFILIATION,Owner Manager,5827Taxi,Unknown
10095,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,SOMERS CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,423Taxi,Unknown
10096,ACTIVE,FORD,ESCAPE,2011.0,YELLOW,Hybrid,N,USSR EXPRESS INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,245Taxi,Unknown
10097,SURRENDER,TOYOTA,RAV4,2018.0,WHITE,Hybrid,N,H A Q TRANSPORTATION INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,4660Taxi,Unknown
10099,SURRENDER,TOYOTA,CAMRY,2017.0,YELLOW,Hybrid,N,TAXI MEDALLIONGROUP LLCSERIESXXIX,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,5421Taxi,Unknown
10100,ACTIVE,TOYOTA,CAMRY,2020.0,BLUE/WHITE,Hybrid,N,MUSANOUR CAB INC.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",1547Taxi,Unknown
10104,ACTIVE,TOYOTA,RAV4,2023.0,WHITE,Hybrid,N,"N.P TRANS, INC",CHICAGO,IL,60612.0,Independent1,Owner-Operator,3244Taxi,Unknown
10105,ACTIVE,TOYOTA,CAMRY,2019.0,WHITE,Hybrid,N,3018 CAB INC,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,3018Taxi,Unknown
10107,ACTIVE,TOYOTA,PRIUS,2021.0,WHITE,Hybrid,N,FRONTROW CAB CO,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,4109Taxi,Unknown
10110,ACTIVE,TOYOTA,SIENNA,2022.0,GRAY,Hybrid,Y,CYO INC,CHICAGO,IL,60640.0,Independent1,Owner-Operator,1524Taxi,Unknown
10111,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,GETWAY CAB CORP,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,2151Taxi,Unknown
10112,ACTIVE,TOYOTA,PRIUS,2018.0,BLACK,Hybrid,N,GHION TAXI LLC,CHICAGO,IL,60640.0,Independent1,Owner-Operator,1346Taxi,Unknown
10118,VIOLATION,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,FW CAB CORP,CHICAGO,IL,60656.0,EXPIRED AFFILIATION,Owner Manager,3705Taxi,Unknown
10120,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,SIROB TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,1935Taxi,Unknown
10121,VIOLATION,TOYOTA,PRIUS,2011.0,WHITE,Hybrid,N,HOOMAN RIDE INC.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,982Taxi,Unknown
10126,ACTIVE,TOYOTA,PRIUS,2013.0,GREEN,Hybrid,N,CORNELL INC.,CHICAGO,IL,60630.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6369Taxi,Unknown
10127,VIOLATION,FORD,FUSION,2012.0,GREEN,Hybrid,N,VIRGO TAXI CAB CO.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",398Taxi,Unknown
10128,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,JULY CAB CORP.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,2949Taxi,Unknown
10129,ACTIVE,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,"RAYA TRANS, INC",CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,5332Taxi,Unknown
10131,ACTIVE,TOYOTA,SIENNA,2024.0,WHITE,Hybrid,N,"IGAL TRANS, INC.",CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,4488Taxi,Unknown
10133,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,MAZSAHIB CORP,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,3776Taxi,Unknown
10134,ACTIVE,TOYOTA,CAMRY,2020.0,BLACK,Hybrid,N,M NOOR LLC,CHICAGO,IL,60659.0,Independent1,Owner-Operator,3367Taxi,Unknown
10137,ACTIVE,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,CYRENAICA CORP,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,6643Taxi,Unknown
10138,ACTIVE,TOYOTA,RAV4,2020.0,WHITE,Hybrid,N,SARANBANY TRANS INC,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,4115Taxi,Unknown
10139,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE/BLACK/STRIPES,Hybrid,N,SAMGATE ACKERPATT,CHICAGO,IL,60641.0,Independent1,Owner-Operator,2182Taxi,Unknown
10140,ACTIVE,TOYOTA,PRIUS,2012.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC SERIESXII,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,5299Taxi,Unknown
10143,ACTIVE,TOYOTA,SIENNA,2024.0,WHITE,Hybrid,Y,PEACE AND LOVE TAXI INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,504Taxi,Unknown
10144,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,CHICAGO MEDALLION THREE LLC.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4366Taxi,Unknown
10147,SURRENDER,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,SWEETGRASS CAPITAL CORP.,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,5573Taxi,Unknown
10150,VIOLATION,NISSAN,ALTIMA,2011.0,BLUE,Hybrid,N,GOOD CAB CORP.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,5418Taxi,Unknown
10157,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,PATRA TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,3183Taxi,Unknown
10158,VIOLATION,FORD,ESCAPE,2011.0,GREEN,Hybrid,N,CAPRICORN CAB INC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",301Taxi,Unknown
10159,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,RIANA TAXI LLC,CHICAGO,IL,60656.0,Independent1,Owner-Operator,2165Taxi,Unknown
10163,ACTIVE,TOYOTA,RAV4,2017.0,GRAY/WHITE,Hybrid,N,SOLOMON GAIM INC.,CHICAGO,IL,60626.0,Choice Taxi Association Inc,Owner Manager,3526Taxi,Unknown
10165,REVOKED,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,"THOMAS & MERHAWIT, CORP.",CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6701Taxi,Unknown
10168,ACTIVE,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,ON TIME CAB COMPANY,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,1003Taxi,Unknown
10170,ACTIVE,TOYOTA,CAMRY,2015.0,BLUE/WHITE,Hybrid,N,G S BHATTI TAXI INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,2152Taxi,Unknown
10174,ACTIVE,TOYOTA,RAV4,2021.0,ORANGE,Hybrid,N,MOFREH INC,CHICAGO,IL,60641.0,WOLLEY TAXI,Owner Manager,1006Taxi,Unknown
10177,ACTIVE,FORD,FUSION,2012.0,WHITE,Hybrid,N,WIL-MAR CAB CO,CHICAGO,IL,60657.0,Flash Cab Co,Chicago Taxicab Management Inc.,2619Taxi,Unknown
10178,ACTIVE,TOYOTA,CAMRY,2016.0,CREAM/GREEN,Hybrid,N,QUETZAL TAXI CORPORATION,CHICAGO,IL,60641.0,Checker Taxi Association Co.,Owner Manager,3518Taxi,Unknown
10180,ACTIVE,FORD,ESCAPE,2012.0,WHITE/GREEN,Hybrid,N,QASIM 007 LLC,CHICAGO,IL,60625.0,Independent1,Owner-Operator,3740Taxi,Unknown
10186,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,RUSSIAN ROCKET TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,4993Taxi,Unknown
10187,ACTIVE,TOYOTA,CAMRY,2016.0,YELLOW,Hybrid,N,ZUBI INC.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,11Taxi,Unknown
10192,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,TEJ CAB CO. INC.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4277Taxi,Unknown
10195,ACTIVE,TOYOTA,CAMRY,2017.0,BLACK,Hybrid,N,BAYARDOTOBAR INC,CHICAGO,IL,60652.0,Independent1,Owner-Operator,1467Taxi,Unknown
10200,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,MOMO LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,6881Taxi,Unknown
10204,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,2ND AVENUE TAXI CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4725Taxi,Unknown
10205,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,SCHMID CAB COMPANY,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3625Taxi,Unknown
10206,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,ARM TAXI INC.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1068Taxi,Unknown
10208,SURRENDER,TOYOTA,PRIUS,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,GSJ TAXI CO.,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1412Taxi,Unknown
10209,VIOLATION,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,NONYE IWUH,CHICAGO,IL,60660.0,DIS-AFFILIATED,Owner Manager,4715Taxi,Unknown
10212,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,P.M. D. CORP.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,4373Taxi,Unknown
10221,ACTIVE,TOYOTA,RAV4,2023.0,WHITE,Hybrid,N,"MIDMAY TRANS, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,3792Taxi,Unknown
10224,VIOLATION,NISSAN,ALTIMA,2010.0,BLUE,Hybrid,N,LAIGHT TAXI CORP.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,3611Taxi,Unknown
10225,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,GREEN EYES CAB CORP.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,3815Taxi,Unknown
10229,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,MONA TAXI LLC,CHICAGO,IL,60616.0,DIS-AFFILIATED,Owner Manager,4876Taxi,Unknown
10232,ACTIVE,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,LORIN INC,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,2077Taxi,Unknown
10233,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,CORSICA TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,6489Taxi,Unknown
10235,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,LINCOLNSHIRE SERVICE CORP.,CHICAGO,IL,60618.0,EXPIRED AFFILIATION,Owner Manager,3694Taxi,Unknown
10237,ACTIVE,TOYOTA,CAMRY,2018.0,WHITE,Hybrid,N,B DJAOUIDA INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,4790Taxi,Unknown
10239,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,NIMA RIDE INC.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,1152Taxi,Unknown
10243,VIOLATION,TOYOTA,CAMRY,2010.0,WHITE,Hybrid,N,VDAY TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,2297Taxi,Unknown
10245,VIOLATION,FORD,C-MAX,2013.0,WHITE,Hybrid,N,VOLCANO TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,2699Taxi,Unknown
10246,ACTIVE,TOYOTA,COROLLA,2021.0,WHITE,Hybrid,N,RAYAAN CORP,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,1465Taxi,Unknown
10247,VIOLATION,FORD,ESCAPE,2011.0,GREEN,Hybrid,N,NECT 4 INC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",655Taxi,Unknown
10249,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE/BLUE,Hybrid,N,SOS TWO INC.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",4749Taxi,Unknown
10255,FORECLOSURE,TOYOTA,CAMRY,2017.0,WHITE/BLUE/STRIPES,Hybrid,N,"PARAMOUNT TAXI, INC",CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",5856Taxi,Unknown
10259,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,SAFE TAXI COMPANY,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2807Taxi,Unknown
10261,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE/BLACK/STRIPES,Hybrid,N,PEACE CAB CO,CHICAGO,IL,60612.0,Independent1,Owner-Operator,3444Taxi,Unknown
10262,ACTIVE,FORD,ESCAPE,2011.0,GREEN,Hybrid,N,TAURUS CAB INC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",264Taxi,Unknown
10264,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,MAIDANWAL TAXI INC.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,4487Taxi,Unknown
10268,ACTIVE,TOYOTA,RAV4,2022.0,BLUE/WHITE,Hybrid,N,SUNSHINE CHICAGO INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,5163Taxi,Unknown
10269,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,PEACE & UNITY CO,CHICAGO,IL,60640.0,Independent1,Owner-Operator,285Taxi,Unknown
10270,ACTIVE,FORD,ESCAPE,2011.0,WHITE/BLUE/STRIPES,Hybrid,N,J TRIPPLE CORP,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,Owner-Operator,1491Taxi,Unknown
10271,ACTIVE,TOYOTA,SIENNA,2021.0,WHITE,Hybrid,Y,NJK TAXI CORP,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,5442Taxi,Unknown
10274,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"LUCKY SEVEN CHICAGO, INC.",CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,5487Taxi,Unknown
10275,REVOKED,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,"IL 1, CORP.",CHICAGO,IL,60618.0,EXPIRED AFFILIATION,Owner Manager,6357Taxi,Unknown
10283,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,ALMA CAB CO.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4385Taxi,Unknown
10286,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,ODA CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2131Taxi,Unknown
10287,SURRENDER,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,ANNIE CORP,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,5890Taxi,Unknown
10289,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,LUAN CAB CO,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,3434Taxi,Unknown
10290,VIOLATION,FORD,C-MAX,2013.0,WHITE,Hybrid,N,LETTUCE TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,1115Taxi,Unknown
10293,SURRENDER,TOYOTA,PRIUS,2013.0,WHITE/BLUE/STRIPES,Hybrid,N,NJ CAB CO,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",1625Taxi,Unknown
10294,ACTIVE,TOYOTA,SIENNA,2023.0,BLUE/WHITE,Hybrid,Y,DIMARK AUTO INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,1921Taxi,Unknown
10296,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,TESLA TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,6925Taxi,Unknown
10303,VIOLATION,FORD,FUSION,2011.0,GREEN,Hybrid,N,NECT 41 LLC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",1027Taxi,Unknown
10305,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,MOISTURE II HACKING CORP.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,4589Taxi,Unknown
10308,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,AUSTIN FAMILY TAXI CORP,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2509Taxi,Unknown
10309,VIOLATION,TOYOTA,CAMRY,2012.0,YELLOW,Hybrid,N,"3991 TRANSPORT COMPANY, INC.",CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,3991Taxi,Unknown
10310,ACTIVE,TOYOTA,CAMRY,2015.0,BLUE/WHITE,Hybrid,N,MCCAB VIII CORP.,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",470Taxi,Unknown
10311,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,FW CAB CORP,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4486Taxi,Unknown
10313,VIOLATION,FORD,FUSION,2012.0,GREEN,Hybrid,N,NECT 14 LLC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",2427Taxi,Unknown
10315,ACTIVE,TOYOTA,PRIUS,2014.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUPLLC-SERIESXVIII,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,4932Taxi,Unknown
10317,VIOLATION,LINCOLN,MKZ,2020.0,BLACK,Hybrid,N,M I E TRANSPORTATION INC,CHICAGO,IL,60630.0,,,8085Livery,Unknown
10319,SURRENDER,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,CHICAGO MEDALLION FOUR LLC.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4731Taxi,Unknown
10320,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,ALTIMA CAB CO,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,1618Taxi,Unknown
10322,ACTIVE,TOYOTA,CAMRY,2019.0,YELLOW,Hybrid,N,13C TAXI INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,1504Taxi,Unknown
10323,ACTIVE,TOYOTA,SIENNA,2022.0,WHITE/BLACK/STRIPES,Hybrid,Y,W.A.V. EXPRESS INC,CHICAGO,IL,60659.0,Independent1,Owner Manager,2817Taxi,Unknown
10324,ACTIVE,TOYOTA,PRIUS V,2014.0,WHITE,Hybrid,N,CHICAGO EXPRESS INC. II,CHICAGO,IL,60656.0,Flash Cab Co,Chicago Taxicab Management Inc.,4962Taxi,Unknown
10330,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,BAABAJEE CAB CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,786Taxi,Unknown
10332,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,LW CAB CORP,CHICAGO,IL,60656.0,EXPIRED AFFILIATION,Owner Manager,5782Taxi,Unknown
10333,ACTIVE,TOYOTA,RAV4,2024.0,WHITE,Hybrid,N,AZIZ 2005 INC,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,3385Taxi,Unknown
10334,ACTIVE,TOYOTA,PRIUS,2014.0,YELLOW,Hybrid,N,AYYOUB & JAMEEL CORP.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,6341Taxi,Unknown
10342,ACTIVE,TOYOTA,PRIUS,2014.0,BLUE/WHITE,Hybrid,N,ALULA ABANEGA CORP,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner Manager,5926Taxi,Unknown
10347,SURRENDER,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,"DJEM 2 TRANS, INC",CHICAGO,IL,60659.0,DIS-AFFILIATED,Owner Manager,967Taxi,Unknown
10348,ACTIVE,TOYOTA,SIENNA,2023.0,WHITE,Hybrid,Y,TIMBI CAB CO,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,923Taxi,Unknown
10351,SURRENDER,TOYOTA,PRIUS,2014.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC SERIES X,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,4278Taxi,Unknown
